ID	BAT_3	BAT_4	BAT_cold_3	BAT_cold_4	BAT_1	BAT_2	BAT_cold_1	BAT_cold_2	WAT_cold_1	WAT_cold_2	WAT_cold_3	WAT_cold_4	WAT_1	WAT_2	WAT_3	WAT_4
ENSMUSG00000022707	8726	9668	33859	35105	10282	10776	24834	33473	19522	7656	10443	14115	3252	3776	5477	3957
ENSMUSG00000101112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048007	471	503	874	870	549	678	688	808	502	362	468	506	447	372	385	397
ENSMUSG00000105454	109	86	54	37	119	91	48	52	106	206	152	167	243	199	221	194
ENSMUSG00000085884	0	0	1	0	0	1	0	0	0	1	2	0	1	1	0	0
ENSMUSG00000102306	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0
ENSMUSG00000027939	48	20	6	8	28	20	10	17	39	188	126	129	207	152	172	110
ENSMUSG00000087590	202	118	85	89	203	191	48	56	176	409	388	424	583	386	434	395
ENSMUSG00000053217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048138	1830	2188	802	663	2400	2376	514	779	1729	1432	2241	2286	2452	2064	1953	2453
ENSMUSG00000063796	0	0	0	0	0	0	0	1	0	1	0	1	0	4	0	1
ENSMUSG00000022715	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0
ENSMUSG00000101288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094174	0	0	0	0	0	0	0	0	0	2	1	1	7	0	3	0
ENSMUSG00000065577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098811	2	3	0	0	2	2	3	0	2	4	3	1	6	1	0	5
ENSMUSG00000090000	1054	925	811	704	990	973	627	799	950	1366	1394	1401	1499	1447	1365	1454
ENSMUSG00000073781	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000102428	106	73	57	45	105	109	50	77	45	96	89	89	132	126	90	59
ENSMUSG00000098990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063765	206	180	133	110	232	253	124	135	163	278	203	283	195	240	158	101
ENSMUSG00000087790	3	5	2	4	0	5	1	2	4	12	4	7	6	6	3	7
ENSMUSG00000064634	43	51	13	16	44	66	16	19	23	59	36	36	69	37	37	46
ENSMUSG00000096789	2	4	2	0	4	2	3	3	9	1	1	5	1	2	2	0
ENSMUSG00000090990	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1
ENSMUSG00000029697	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000106399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088008	24	21	15	16	6	23	9	3	21	29	27	28	35	38	29	26
ENSMUSG00000085196	20	34	15	17	40	25	10	17	9	14	21	12	27	48	24	28
ENSMUSG00000078870	263	326	270	227	290	325	213	200	176	218	208	212	212	222	208	248
ENSMUSG00000020871	3	2	16	3	7	6	2	4	5	42	40	46	42	43	21	48
ENSMUSG00000105012	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000065096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022774	2983	3020	2757	2819	3381	3418	2412	2877	3216	4091	3853	4386	4132	3858	3652	4082
ENSMUSG00000094987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100843	8	8	3	4	8	6	1	1	5	1	1	2	1	3	1	8
ENSMUSG00000034243	8001	7091	3627	3421	8367	8100	3488	4175	11086	11390	9187	8710	12095	12939	8433	8795
ENSMUSG00000085905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040040	518	428	397	382	559	478	311	442	529	756	648	736	700	614	651	696
ENSMUSG00000077473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034771	757	483	451	474	753	607	319	447	446	1456	1265	1355	1327	1389	1355	838
ENSMUSG00000044705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076444	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000098298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051495	2085	1225	1738	1357	1636	1437	1808	1064	2137	3654	3534	3603	4853	4317	4123	3586
ENSMUSG00000104177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102657	3	1	3	4	1	5	3	0	1	3	8	6	5	5	4	5
ENSMUSG00000092579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029722	1432	1142	1137	1063	1904	1363	1105	990	2002	1559	1203	1806	1838	1621	1505	1713
ENSMUSG00000046607	59	42	1	2	34	37	12	4	19	14	12	17	38	30	16	32
ENSMUSG00000104705	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000105996	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0
ENSMUSG00000004771	3472	3411	3647	3519	3616	4193	2910	3923	3725	3856	4282	4678	4352	4179	3885	4870
ENSMUSG00000050164	0	0	0	0	0	0	1	0	1	14	39	8	10	6	6	0
ENSMUSG00000100982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085560	0	1	0	1	0	4	1	0	1	0	3	4	2	1	1	0
ENSMUSG00000076377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097546	0	0	1	1	1	0	0	1	0	2	0	1	0	0	0	0
ENSMUSG00000078026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107153	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000103721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076496	0	0	0	0	0	0	0	0	3	46	41	49	94	72	94	37
ENSMUSG00000057234	711	648	324	269	673	800	247	289	455	341	367	436	294	327	371	281
ENSMUSG00000101256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047636	0	0	0	0	26	3	0	0	0	0	0	1	32	4	3	25
ENSMUSG00000102840	0	0	0	1	0	1	0	3	1	2	4	2	10	3	1	1
ENSMUSG00000044948	440	361	156	119	227	321	133	146	564	2115	1493	1627	2762	2328	2322	1565
ENSMUSG00000083307	21	19	20	2	20	14	2	12	44	88	81	68	111	91	97	74
ENSMUSG00000053004	11	10	21	11	27	23	7	15	140	190	222	238	144	204	107	154
ENSMUSG00000096790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024817	1823	1423	1583	1389	1589	1730	1176	1469	2144	3627	3649	3803	4096	3749	3431	3149
ENSMUSG00000045440	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000093061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039496	875	759	844	742	648	749	617	820	670	231	387	417	170	333	468	229
ENSMUSG00000085858	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000078314	13	7	2	0	13	8	1	2	9	10	6	2	12	16	11	13
ENSMUSG00000023988	826	1252	2012	1678	1206	1561	1468	1486	1483	1622	1460	1741	1752	1384	1324	1261
ENSMUSG00000097862	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000080345	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000087893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081308	1	2	0	0	3	1	1	0	2	0	0	0	3	0	1	0
ENSMUSG00000041346	770	619	1190	1192	757	730	1004	1362	871	902	977	1132	971	899	1021	881
ENSMUSG00000083907	39	34	35	19	36	34	33	18	66	55	48	63	65	52	40	39
ENSMUSG00000071014	6743	5779	8445	8315	7008	6821	7484	8365	4158	1716	2437	2789	1628	1639	1776	1496
ENSMUSG00000059873	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0
ENSMUSG00000036957	95	85	493	563	129	130	364	571	73	134	181	130	119	173	133	130
ENSMUSG00000018848	1638	1943	1981	1723	1973	2347	1442	1903	2123	3260	2954	3271	3771	3123	3268	3636
ENSMUSG00000024043	343	268	230	177	365	262	223	204	362	960	817	916	959	863	704	817
ENSMUSG00000021884	2411	1889	3328	3379	2459	2440	2835	3863	4060	2168	2763	2637	2055	1692	1632	1897
ENSMUSG00000053414	7	11	10	3	17	15	2	7	41	253	129	229	146	134	165	135
ENSMUSG00000098849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102694	0	0	2	0	1	0	1	0	0	7	0	4	0	7	1	2
ENSMUSG00000102543	80	114	25	30	114	74	45	21	68	58	101	81	53	93	58	75
ENSMUSG00000003344	2676	2109	2290	2157	3160	2765	1900	2074	2457	2849	2977	3221	3240	3233	3208	2361
ENSMUSG00000100420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063166	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000063889	1091	1164	983	988	992	1161	796	997	916	702	830	847	849	946	741	810
ENSMUSG00000079470	279	382	587	452	316	410	617	459	275	589	433	393	679	488	478	493
ENSMUSG00000013275	4262	4731	2364	2207	4306	5796	1900	2282	1793	3359	2836	3378	3339	3217	2896	2797
ENSMUSG00000075431	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073647	87	84	64	43	72	83	57	54	99	143	129	122	156	115	125	95
ENSMUSG00000045246	12	8	617	632	14	7	659	553	418	109	171	144	42	84	137	47
ENSMUSG00000102599	4	1	0	1	3	7	0	0	3	16	10	7	8	7	5	10
ENSMUSG00000097002	8	4	8	0	10	8	3	2	3	29	11	23	20	14	11	35
ENSMUSG00000078500	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000006567	7	6	8	5	6	10	3	8	3	40	167	47	87	15	31	35
